Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
1,ED,Non-COVID-19,Age,85+ Years,64,03/17/2021,03/23/2021,84.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,65,03/24/2021,03/30/2021,89.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,66,03/31/2021,04/06/2021,88.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,67,04/07/2021,04/13/2021,85.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,68,04/14/2021,04/20/2021,85.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,69,04/21/2021,04/27/2021,88.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,70,04/28/2021,05/04/2021,84.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,71,05/05/2021,05/11/2021,89.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,72,05/12/2021,05/18/2021,89.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,73,05/19/2021,05/25/2021,89.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,74,05/26/2021,06/01/2021,89.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,75,06/02/2021,06/08/2021,89.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,76,06/09/2021,06/15/2021,88.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,77,06/16/2021,06/22/2021,90.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,78,06/23/2021,06/29/2021,89.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,79,06/30/2021,07/06/2021,90.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,80,07/07/2021,07/13/2021,90.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,81,07/14/2021,07/20/2021,90.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,82,07/21/2021,07/27/2021,88.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,83,07/28/2021,08/03/2021,88.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,84,08/04/2021,08/10/2021,86.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,85,08/11/2021,08/17/2021,84.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,86,08/18/2021,08/24/2021,82.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,87,08/25/2021,08/31/2021,83.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,88,09/01/2021,09/07/2021,85.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,89,09/08/2021,09/14/2021,84.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,90,09/15/2021,09/21/2021,86.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,91,09/22/2021,09/28/2021,86.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,92,09/29/2021,10/05/2021,86.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,93,10/06/2021,10/12/2021,85.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,94,10/13/2021,10/19/2021,84.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,95,10/20/2021,10/26/2021,84.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,96,10/27/2021,11/02/2021,82.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,97,11/03/2021,11/09/2021,84.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,98,11/10/2021,11/16/2021,84.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,99,11/17/2021,11/23/2021,84.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,100,11/24/2021,11/30/2021,84.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,101,12/01/2021,12/07/2021,82.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,102,12/08/2021,12/14/2021,83.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,103,12/15/2021,12/21/2021,79.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,104,12/22/2021,12/28/2021,80.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,105,12/29/2021,01/04/2022,71.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,106,01/05/2022,01/11/2022,73.3,Percent
1,ED,Non-COVID-19,Age,85+ Years,107,01/12/2022,01/18/2022,71.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,108,01/19/2022,01/25/2022,76.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,109,01/26/2022,02/01/2022,79.3,Percent
1,ED,Non-COVID-19,Age,85+ Years,110,02/02/2022,02/08/2022,80.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,111,02/09/2022,02/15/2022,84.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,112,02/16/2022,02/22/2022,86.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,113,02/23/2022,03/01/2022,87.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,114,03/02/2022,03/08/2022,86.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,115,03/09/2022,03/15/2022,91.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,116,03/16/2022,03/22/2022,89.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,117,03/23/2022,03/29/2022,87.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,118,03/30/2022,04/05/2022,86.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,119,04/06/2022,04/12/2022,86.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,120,04/13/2022,04/19/2022,88.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,121,04/20/2022,04/26/2022,82.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,122,04/27/2022,05/03/2022,84.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,123,05/04/2022,05/10/2022,83.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,124,05/11/2022,05/17/2022,84.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,125,05/18/2022,05/24/2022,79.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,126,05/25/2022,05/31/2022,83.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,127,06/01/2022,06/07/2022,81.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,128,06/08/2022,06/14/2022,84.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,129,06/15/2022,06/21/2022,82.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,130,06/22/2022,06/28/2022,83.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,131,06/29/2022,07/05/2022,81.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,132,07/06/2022,07/12/2022,82.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,133,07/13/2022,07/19/2022,80.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,134,07/20/2022,07/26/2022,81.3,Percent
1,ED,Non-COVID-19,Age,85+ Years,135,07/27/2022,08/02/2022,78.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,136,08/03/2022,08/09/2022,82.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,137,08/10/2022,08/16/2022,81.8,Percent
1,ED,Non-COVID-19,Age,85+ Years,138,08/17/2022,08/23/2022,82.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,139,08/24/2022,08/30/2022,83.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,140,08/31/2022,09/06/2022,83.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,141,09/07/2022,09/13/2022,83.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,142,09/14/2022,09/20/2022,84.9,Percent
1,ED,Non-COVID-19,Age,85+ Years,143,09/21/2022,09/27/2022,83.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,144,09/28/2022,10/04/2022,85.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,145,10/05/2022,10/11/2022,84.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,146,10/12/2022,10/18/2022,82.3,Percent
1,ED,Non-COVID-19,Age,85+ Years,147,10/19/2022,10/25/2022,81.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,148,10/26/2022,11/01/2022,81.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,149,11/02/2022,11/08/2022,81.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,150,11/09/2022,11/15/2022,83.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,151,11/16/2022,11/22/2022,81.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,152,11/23/2022,11/29/2022,79.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,153,11/30/2022,12/06/2022,80.1,Percent
1,ED,Non-COVID-19,Age,85+ Years,154,12/07/2022,12/13/2022,78.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,155,12/14/2022,12/20/2022,79.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,156,12/21/2022,12/27/2022,78.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,157,12/28/2022,01/03/2023,74.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,158,01/04/2023,01/10/2023,79.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,159,01/11/2023,01/17/2023,83.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,160,01/18/2023,01/24/2023,82.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,161,01/25/2023,01/31/2023,82.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,162,02/01/2023,02/07/2023,84.2,Percent
1,ED,Non-COVID-19,Age,85+ Years,163,02/08/2023,02/14/2023,80.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,164,02/15/2023,02/21/2023,81.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,165,02/22/2023,02/28/2023,83.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,166,03/01/2023,03/07/2023,80.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,167,03/08/2023,03/14/2023,84.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,168,03/15/2023,03/21/2023,83.7,Percent
1,ED,Non-COVID-19,Age,85+ Years,169,03/22/2023,03/28/2023,86.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,170,03/29/2023,04/04/2023,82.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,171,04/05/2023,04/11/2023,86.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,172,04/12/2023,04/18/2023,87.3,Percent
1,ED,Non-COVID-19,Age,85+ Years,173,04/19/2023,04/25/2023,86.4,Percent
1,ED,Non-COVID-19,Age,85+ Years,174,04/26/2023,05/02/2023,86.0,Percent
1,ED,Non-COVID-19,Age,85+ Years,175,05/03/2023,05/09/2023,87.6,Percent
1,ED,Non-COVID-19,Age,85+ Years,176,05/10/2023,05/16/2023,91.5,Percent
1,ED,Non-COVID-19,Age,85+ Years,177,05/17/2023,05/23/2023,93.3,Percent
1,ED,Non-COVID-19,Sex,Female,12,03/18/2020,03/24/2020,97.1,Percent
1,ED,Non-COVID-19,Sex,Female,13,03/25/2020,03/31/2020,95.4,Percent
1,ED,Non-COVID-19,Sex,Female,14,04/01/2020,04/07/2020,92.5,Percent
1,ED,Non-COVID-19,Sex,Female,15,04/08/2020,04/14/2020,92.7,Percent
1,ED,Non-COVID-19,Sex,Female,16,04/15/2020,04/21/2020,92.9,Percent
1,ED,Non-COVID-19,Sex,Female,17,04/22/2020,04/28/2020,93.2,Percent
1,ED,Non-COVID-19,Sex,Female,18,04/29/2020,05/05/2020,93.2,Percent
1,ED,Non-COVID-19,Sex,Female,19,05/06/2020,05/12/2020,93.0,Percent
1,ED,Non-COVID-19,Sex,Female,20,05/13/2020,05/19/2020,93.0,Percent
1,ED,Non-COVID-19,Sex,Female,21,05/20/2020,05/26/2020,94.3,Percent
1,ED,Non-COVID-19,Sex,Female,22,05/27/2020,06/02/2020,94.3,Percent
1,ED,Non-COVID-19,Sex,Female,23,06/03/2020,06/09/2020,95.3,Percent
1,ED,Non-COVID-19,Sex,Female,24,06/10/2020,06/16/2020,95.3,Percent
1,ED,Non-COVID-19,Sex,Female,25,06/17/2020,06/23/2020,94.8,Percent
1,ED,Non-COVID-19,Sex,Female,26,06/24/2020,06/30/2020,92.7,Percent
1,ED,Non-COVID-19,Sex,Female,27,07/01/2020,07/07/2020,91.7,Percent
1,ED,Non-COVID-19,Sex,Female,28,07/08/2020,07/14/2020,91.3,Percent
1,ED,Non-COVID-19,Sex,Female,29,07/15/2020,07/21/2020,90.7,Percent
1,ED,Non-COVID-19,Sex,Female,30,07/22/2020,07/28/2020,92.2,Percent
1,ED,Non-COVID-19,Sex,Female,31,07/29/2020,08/04/2020,92.5,Percent
1,ED,Non-COVID-19,Sex,Female,32,08/05/2020,08/11/2020,91.6,Percent
1,ED,Non-COVID-19,Sex,Female,33,08/12/2020,08/18/2020,90.6,Percent
1,ED,Non-COVID-19,Sex,Female,34,08/19/2020,08/25/2020,90.2,Percent
1,ED,Non-COVID-19,Sex,Female,35,08/26/2020,09/01/2020,89.7,Percent
1,ED,Non-COVID-19,Sex,Female,36,09/02/2020,09/08/2020,89.2,Percent
1,ED,Non-COVID-19,Sex,Female,37,09/09/2020,09/15/2020,89.3,Percent
1,ED,Non-COVID-19,Sex,Female,38,09/16/2020,09/22/2020,88.4,Percent
1,ED,Non-COVID-19,Sex,Female,39,09/23/2020,09/29/2020,88.4,Percent
1,ED,Non-COVID-19,Sex,Female,40,09/30/2020,10/06/2020,85.8,Percent
1,ED,Non-COVID-19,Sex,Female,41,10/07/2020,10/13/2020,86.0,Percent
1,ED,Non-COVID-19,Sex,Female,42,10/14/2020,10/20/2020,85.7,Percent
1,ED,Non-COVID-19,Sex,Female,43,10/21/2020,10/27/2020,83.7,Percent
1,ED,Non-COVID-19,Sex,Female,44,10/28/2020,11/03/2020,82.0,Percent
1,ED,Non-COVID-19,Sex,Female,45,11/04/2020,11/10/2020,79.3,Percent
1,ED,Non-COVID-19,Sex,Female,46,11/11/2020,11/17/2020,76.7,Percent
1,ED,Non-COVID-19,Sex,Female,47,11/18/2020,11/24/2020,72.4,Percent
1,ED,Non-COVID-19,Sex,Female,48,11/25/2020,12/01/2020,76.1,Percent
1,ED,Non-COVID-19,Sex,Female,49,12/02/2020,12/08/2020,73.3,Percent
1,ED,Non-COVID-19,Sex,Female,50,12/09/2020,12/15/2020,74.4,Percent
1,ED,Non-COVID-19,Sex,Female,51,12/16/2020,12/22/2020,75.7,Percent
1,ED,Non-COVID-19,Sex,Female,52,12/23/2020,12/29/2020,76.7,Percent
1,ED,Non-COVID-19,Sex,Female,53,12/30/2020,01/05/2021,77.6,Percent
1,ED,Non-COVID-19,Sex,Female,54,01/06/2021,01/12/2021,76.8,Percent
1,ED,Non-COVID-19,Sex,Female,55,01/13/2021,01/19/2021,75.5,Percent
1,ED,Non-COVID-19,Sex,Female,56,01/20/2021,01/26/2021,78.9,Percent
1,ED,Non-COVID-19,Sex,Female,57,01/27/2021,02/02/2021,80.5,Percent
1,ED,Non-COVID-19,Sex,Female,58,02/03/2021,02/09/2021,80.3,Percent
1,ED,Non-COVID-19,Sex,Female,59,02/10/2021,02/16/2021,81.4,Percent
1,ED,Non-COVID-19,Sex,Female,60,02/17/2021,02/23/2021,81.9,Percent
1,ED,Non-COVID-19,Sex,Female,61,02/24/2021,03/02/2021,82.8,Percent
1,ED,Non-COVID-19,Sex,Female,62,03/03/2021,03/09/2021,83.4,Percent
1,ED,Non-COVID-19,Sex,Female,63,03/10/2021,03/16/2021,84.0,Percent
1,ED,Non-COVID-19,Sex,Female,64,03/17/2021,03/23/2021,83.2,Percent
1,ED,Non-COVID-19,Sex,Female,65,03/24/2021,03/30/2021,82.6,Percent
1,ED,Non-COVID-19,Sex,Female,66,03/31/2021,04/06/2021,82.5,Percent
1,ED,Non-COVID-19,Sex,Female,67,04/07/2021,04/13/2021,81.1,Percent
1,ED,Non-COVID-19,Sex,Female,68,04/14/2021,04/20/2021,81.9,Percent
1,ED,Non-COVID-19,Sex,Female,69,04/21/2021,04/27/2021,83.1,Percent
1,ED,Non-COVID-19,Sex,Female,70,04/28/2021,05/04/2021,82.7,Percent
1,ED,Non-COVID-19,Sex,Female,71,05/05/2021,05/11/2021,84.5,Percent
1,ED,Non-COVID-19,Sex,Female,72,05/12/2021,05/18/2021,85.1,Percent
1,ED,Non-COVID-19,Sex,Female,73,05/19/2021,05/25/2021,85.0,Percent
1,ED,Non-COVID-19,Sex,Female,74,05/26/2021,06/01/2021,86.5,Percent
1,ED,Non-COVID-19,Sex,Female,75,06/02/2021,06/08/2021,86.7,Percent
1,ED,Non-COVID-19,Sex,Female,76,06/09/2021,06/15/2021,87.1,Percent
1,ED,Non-COVID-19,Sex,Female,77,06/16/2021,06/22/2021,88.0,Percent
1,ED,Non-COVID-19,Sex,Female,78,06/23/2021,06/29/2021,88.0,Percent
1,ED,Non-COVID-19,Sex,Female,79,06/30/2021,07/06/2021,87.8,Percent
1,ED,Non-COVID-19,Sex,Female,80,07/07/2021,07/13/2021,87.5,Percent
1,ED,Non-COVID-19,Sex,Female,81,07/14/2021,07/20/2021,85.2,Percent
1,ED,Non-COVID-19,Sex,Female,82,07/21/2021,07/27/2021,83.2,Percent
1,ED,Non-COVID-19,Sex,Female,83,07/28/2021,08/03/2021,80.5,Percent
1,ED,Non-COVID-19,Sex,Female,84,08/04/2021,08/10/2021,78.1,Percent
1,ED,Non-COVID-19,Sex,Female,85,08/11/2021,08/17/2021,76.5,Percent
1,ED,Non-COVID-19,Sex,Female,86,08/18/2021,08/24/2021,75.8,Percent
1,ED,Non-COVID-19,Sex,Female,87,08/25/2021,08/31/2021,74.8,Percent
1,ED,Non-COVID-19,Sex,Female,88,09/01/2021,09/07/2021,74.2,Percent
1,ED,Non-COVID-19,Sex,Female,89,09/08/2021,09/14/2021,73.9,Percent
1,ED,Non-COVID-19,Sex,Female,90,09/15/2021,09/21/2021,75.4,Percent
1,ED,Non-COVID-19,Sex,Female,91,09/22/2021,09/28/2021,75.2,Percent
1,ED,Non-COVID-19,Sex,Female,92,09/29/2021,10/05/2021,75.9,Percent
1,ED,Non-COVID-19,Sex,Female,93,10/06/2021,10/12/2021,77.2,Percent
1,ED,Non-COVID-19,Sex,Female,94,10/13/2021,10/19/2021,77.8,Percent
1,ED,Non-COVID-19,Sex,Female,95,10/20/2021,10/26/2021,78.7,Percent
1,ED,Non-COVID-19,Sex,Female,96,10/27/2021,11/02/2021,78.8,Percent
1,ED,Non-COVID-19,Sex,Female,97,11/03/2021,11/09/2021,78.6,Percent
1,ED,Non-COVID-19,Sex,Female,98,11/10/2021,11/16/2021,78.6,Percent
1,ED,Non-COVID-19,Sex,Female,99,11/17/2021,11/23/2021,77.7,Percent
1,ED,Non-COVID-19,Sex,Female,100,11/24/2021,11/30/2021,74.0,Percent
1,ED,Non-COVID-19,Sex,Female,101,12/01/2021,12/07/2021,74.1,Percent
1,ED,Non-COVID-19,Sex,Female,102,12/08/2021,12/14/2021,73.0,Percent
1,ED,Non-COVID-19,Sex,Female,103,12/15/2021,12/21/2021,65.5,Percent
1,ED,Non-COVID-19,Sex,Female,104,12/22/2021,12/28/2021,56.1,Percent
1,ED,Non-COVID-19,Sex,Female,105,12/29/2021,01/04/2022,52.8,Percent
1,ED,Non-COVID-19,Sex,Female,106,01/05/2022,01/11/2022,60.2,Percent
1,ED,Non-COVID-19,Sex,Female,107,01/12/2022,01/18/2022,64.8,Percent
1,ED,Non-COVID-19,Sex,Female,108,01/19/2022,01/25/2022,70.9,Percent
1,ED,Non-COVID-19,Sex,Female,109,01/26/2022,02/01/2022,76.2,Percent
1,ED,Non-COVID-19,Sex,Female,110,02/02/2022,02/08/2022,80.8,Percent
1,ED,Non-COVID-19,Sex,Female,111,02/09/2022,02/15/2022,81.2,Percent
1,ED,Non-COVID-19,Sex,Female,112,02/16/2022,02/22/2022,84.0,Percent
1,ED,Non-COVID-19,Sex,Female,113,02/23/2022,03/01/2022,83.9,Percent
1,ED,Non-COVID-19,Sex,Female,114,03/02/2022,03/08/2022,83.8,Percent
1,ED,Non-COVID-19,Sex,Female,115,03/09/2022,03/15/2022,84.8,Percent
1,ED,Non-COVID-19,Sex,Female,116,03/16/2022,03/22/2022,84.8,Percent
1,ED,Non-COVID-19,Sex,Female,117,03/23/2022,03/29/2022,85.3,Percent
1,ED,Non-COVID-19,Sex,Female,118,03/30/2022,04/05/2022,84.2,Percent
1,ED,Non-COVID-19,Sex,Female,119,04/06/2022,04/12/2022,84.9,Percent
1,ED,Non-COVID-19,Sex,Female,120,04/13/2022,04/19/2022,83.6,Percent
1,ED,Non-COVID-19,Sex,Female,121,04/20/2022,04/26/2022,81.5,Percent
1,ED,Non-COVID-19,Sex,Female,122,04/27/2022,05/03/2022,80.4,Percent
1,ED,Non-COVID-19,Sex,Female,123,05/04/2022,05/10/2022,79.7,Percent
1,ED,Non-COVID-19,Sex,Female,124,05/11/2022,05/17/2022,79.1,Percent
1,ED,Non-COVID-19,Sex,Female,125,05/18/2022,05/24/2022,78.4,Percent
1,ED,Non-COVID-19,Sex,Female,126,05/25/2022,05/31/2022,78.6,Percent
1,ED,Non-COVID-19,Sex,Female,127,06/01/2022,06/07/2022,78.4,Percent
1,ED,Non-COVID-19,Sex,Female,128,06/08/2022,06/14/2022,79.2,Percent
1,ED,Non-COVID-19,Sex,Female,129,06/15/2022,06/21/2022,78.9,Percent
1,ED,Non-COVID-19,Sex,Female,130,06/22/2022,06/28/2022,80.2,Percent
1,ED,Non-COVID-19,Sex,Female,131,06/29/2022,07/05/2022,79.2,Percent
1,ED,Non-COVID-19,Sex,Female,132,07/06/2022,07/12/2022,78.6,Percent
1,ED,Non-COVID-19,Sex,Female,133,07/13/2022,07/19/2022,78.7,Percent
1,ED,Non-COVID-19,Sex,Female,134,07/20/2022,07/26/2022,79.0,Percent
1,ED,Non-COVID-19,Sex,Female,135,07/27/2022,08/02/2022,79.0,Percent
1,ED,Non-COVID-19,Sex,Female,136,08/03/2022,08/09/2022,79.9,Percent
1,ED,Non-COVID-19,Sex,Female,137,08/10/2022,08/16/2022,80.8,Percent
1,ED,Non-COVID-19,Sex,Female,138,08/17/2022,08/23/2022,80.3,Percent
1,ED,Non-COVID-19,Sex,Female,139,08/24/2022,08/30/2022,80.4,Percent
1,ED,Non-COVID-19,Sex,Female,140,08/31/2022,09/06/2022,80.8,Percent
1,ED,Non-COVID-19,Sex,Female,141,09/07/2022,09/13/2022,79.4,Percent
1,ED,Non-COVID-19,Sex,Female,142,09/14/2022,09/20/2022,80.4,Percent
1,ED,Non-COVID-19,Sex,Female,143,09/21/2022,09/27/2022,81.1,Percent
1,ED,Non-COVID-19,Sex,Female,144,09/28/2022,10/04/2022,80.3,Percent
1,ED,Non-COVID-19,Sex,Female,145,10/05/2022,10/11/2022,80.7,Percent
1,ED,Non-COVID-19,Sex,Female,146,10/12/2022,10/18/2022,79.7,Percent
1,ED,Non-COVID-19,Sex,Female,147,10/19/2022,10/25/2022,79.2,Percent
1,ED,Non-COVID-19,Sex,Female,148,10/26/2022,11/01/2022,77.9,Percent
1,ED,Non-COVID-19,Sex,Female,149,11/02/2022,11/08/2022,75.7,Percent
1,ED,Non-COVID-19,Sex,Female,150,11/09/2022,11/15/2022,74.9,Percent
1,ED,Non-COVID-19,Sex,Female,151,11/16/2022,11/22/2022,74.2,Percent
1,ED,Non-COVID-19,Sex,Female,152,11/23/2022,11/29/2022,71.2,Percent
1,ED,Non-COVID-19,Sex,Female,153,11/30/2022,12/06/2022,72.9,Percent
1,ED,Non-COVID-19,Sex,Female,154,12/07/2022,12/13/2022,73.5,Percent
1,ED,Non-COVID-19,Sex,Female,155,12/14/2022,12/20/2022,73.5,Percent
1,ED,Non-COVID-19,Sex,Female,156,12/21/2022,12/27/2022,73.4,Percent
1,ED,Non-COVID-19,Sex,Female,157,12/28/2022,01/03/2023,73.7,Percent
1,ED,Non-COVID-19,Sex,Female,158,01/04/2023,01/10/2023,77.0,Percent
1,ED,Non-COVID-19,Sex,Female,159,01/11/2023,01/17/2023,78.9,Percent
1,ED,Non-COVID-19,Sex,Female,160,01/18/2023,01/24/2023,79.7,Percent
1,ED,Non-COVID-19,Sex,Female,161,01/25/2023,01/31/2023,80.6,Percent
1,ED,Non-COVID-19,Sex,Female,162,02/01/2023,02/07/2023,81.0,Percent
1,ED,Non-COVID-19,Sex,Female,163,02/08/2023,02/14/2023,80.1,Percent
1,ED,Non-COVID-19,Sex,Female,164,02/15/2023,02/21/2023,81.8,Percent
1,ED,Non-COVID-19,Sex,Female,165,02/22/2023,02/28/2023,82.1,Percent
1,ED,Non-COVID-19,Sex,Female,166,03/01/2023,03/07/2023,82.3,Percent
1,ED,Non-COVID-19,Sex,Female,167,03/08/2023,03/14/2023,83.2,Percent
1,ED,Non-COVID-19,Sex,Female,168,03/15/2023,03/21/2023,83.0,Percent
1,ED,Non-COVID-19,Sex,Female,169,03/22/2023,03/28/2023,84.7,Percent
1,ED,Non-COVID-19,Sex,Female,170,03/29/2023,04/04/2023,84.5,Percent
1,ED,Non-COVID-19,Sex,Female,171,04/05/2023,04/11/2023,84.8,Percent
1,ED,Non-COVID-19,Sex,Female,172,04/12/2023,04/18/2023,85.6,Percent
1,ED,Non-COVID-19,Sex,Female,173,04/19/2023,04/25/2023,85.9,Percent
1,ED,Non-COVID-19,Sex,Female,174,04/26/2023,05/02/2023,86.1,Percent
1,ED,Non-COVID-19,Sex,Female,175,05/03/2023,05/09/2023,85.9,Percent
1,ED,Non-COVID-19,Sex,Female,176,05/10/2023,05/16/2023,88.6,Percent
1,ED,Non-COVID-19,Sex,Female,177,05/17/2023,05/23/2023,91.4,Percent
1,ED,Non-COVID-19,Sex,Male,12,03/18/2020,03/24/2020,97.4,Percent
1,ED,Non-COVID-19,Sex,Male,13,03/25/2020,03/31/2020,96.1,Percent
1,ED,Non-COVID-19,Sex,Male,14,04/01/2020,04/07/2020,92.9,Percent
1,ED,Non-COVID-19,Sex,Male,15,04/08/2020,04/14/2020,93.7,Percent
1,ED,Non-COVID-19,Sex,Male,16,04/15/2020,04/21/2020,93.9,Percent
1,ED,Non-COVID-19,Sex,Male,17,04/22/2020,04/28/2020,93.5,Percent
1,ED,Non-COVID-19,Sex,Male,18,04/29/2020,05/05/2020,93.5,Percent
1,ED,Non-COVID-19,Sex,Male,19,05/06/2020,05/12/2020,92.7,Percent
1,ED,Non-COVID-19,Sex,Male,20,05/13/2020,05/19/2020,93.1,Percent
1,ED,Non-COVID-19,Sex,Male,21,05/20/2020,05/26/2020,93.3,Percent
1,ED,Non-COVID-19,Sex,Male,22,05/27/2020,06/02/2020,94.7,Percent
1,ED,Non-COVID-19,Sex,Male,23,06/03/2020,06/09/2020,95.1,Percent
1,ED,Non-COVID-19,Sex,Male,24,06/10/2020,06/16/2020,95.3,Percent
1,ED,Non-COVID-19,Sex,Male,25,06/17/2020,06/23/2020,94.1,Percent
1,ED,Non-COVID-19,Sex,Male,26,06/24/2020,06/30/2020,92.9,Percent
1,ED,Non-COVID-19,Sex,Male,27,07/01/2020,07/07/2020,92.1,Percent
1,ED,Non-COVID-19,Sex,Male,28,07/08/2020,07/14/2020,91.1,Percent
1,ED,Non-COVID-19,Sex,Male,29,07/15/2020,07/21/2020,92.0,Percent
1,ED,Non-COVID-19,Sex,Male,30,07/22/2020,07/28/2020,93.1,Percent
1,ED,Non-COVID-19,Sex,Male,31,07/29/2020,08/04/2020,92.6,Percent
1,ED,Non-COVID-19,Sex,Male,32,08/05/2020,08/11/2020,91.7,Percent
1,ED,Non-COVID-19,Sex,Male,33,08/12/2020,08/18/2020,90.8,Percent
1,ED,Non-COVID-19,Sex,Male,34,08/19/2020,08/25/2020,89.1,Percent
1,ED,Non-COVID-19,Sex,Male,35,08/26/2020,09/01/2020,88.7,Percent
1,ED,Non-COVID-19,Sex,Male,36,09/02/2020,09/08/2020,88.2,Percent
